caminho	tamanho	hash_md5	logger	extensao	pista	carro	data	sessao	duplicata_de
Trabalho/Porsche_Cup/2026/26ET07/telemetria/antigo/Engine Test/IPS32 #3366 - TE1.1 - 04.04 - 16h30m10s - Unknown.pds	5940085	0d4799a0b06479024e92784c3a739df7	Cosworth PI	pds		IPS32 #3366	04.04	TE1.1	
Trabalho/Porsche_Cup/2026/26ET07/telemetria/antigo/Engine Test/38#285 - TE1.1 - 01.01 - 00h00m46s - Joao Gonçalves.pds	3006555	2ffda2a2e89a7563a847755fe5081363	Cosworth PI	pds		38#285	01.01	TE1.1	
Trabalho/Porsche_Cup/2026/26ET07/telemetria/antigo/Engine Test/38#285 - TE1.1 - 01.01 - 00h01m01s - Joao Gonçalves.pds	2033503	a83378f66465e4fce4b5b0e0b77c7e88	Cosworth PI	pds		38#285	01.01	TE1.1	
Trabalho/Porsche_Cup/2026/26ET07/telemetria/antigo/Engine Test/38#285 - TE1.1 - 01.01 - 00h00m25s - Joao Gonçalves.pds	2252057	5b790b54594bc92da9935fc14839b5b2	Cosworth PI	pds		38#285	01.01	TE1.1	
Trabalho/Porsche_Cup/2026/26ET07/telemetria/antigo/Engine Test/38#285 - TE1.1 - 01.01 - 00h00m15s - Joao Gonçalves.pds	2077229	a89ac01a91e24a2528bc0fa79d1ce756	Cosworth PI	pds		38#285	01.01	TE1.1	
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/Templates_PI/ENG250828_V30_MAM_TEMPLATE PORSCHE CUP BRASIL.pwb	3515904	1352f69305e486da452e185ae186daaf	Cosworth PI	pwb			2026-09-11		Trabalho/Porsche_Cup/Docs/Templates_PI/ENG250828_V30_MAM_TEMPLATE PORSCHE CUP BRASIL.pwb
Trabalho/Porsche_Cup/2026/26ET07/telemetria/antigo/Outing/38#285 - TE1.1 - 23.07 - 15h48m16s - Joao Golçalves.pds	9012031	e47c4362fcf82acf91cd6987f95bacc6	Cosworth PI	pds		38#285	23.07	TE1.1	
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/samples-saru/gt7_vitor_992gt3r_interlagos.ld	4022746	e0ff47978af2ee482c4072f24f8866d4	Simulador	ld		Porsche 992	2026-09-11		Trabalho/Porsche_Cup/2026/telemetria/Interlagos/Autodromo_de_Interlagos_CAR-3600_Vitor_Interlagos_-_992GT3R_-_2_2026-04-08T203716.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/samples-saru/gt7_luis_992gt3r_interlagos.ld	3816988	a5aadeb16cebb7fb3aeb06aff6cc9102	Simulador	ld		Porsche 992	2026-09-11		Trabalho/Porsche_Cup/2026/telemetria/Interlagos/Autodromo_de_Interlagos_CAR-3600_Luis_Interlagos_-_992GT3R_-_2_2026-04-08T202710.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/LMP3_FR_sim_refs/LMP3_SIM01_Baseline.ld	4291730	3e02a4f0b33cf84ca7a69df7384f9b1f	MoTeC	ld			2026-09-11		Trabalho/Porsche_Cup/2023_MPES/analise/LMP3 Model files/LMP3_SIM01_Baseline.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/LMP3_FR_sim_refs/SIM_FR_Monza_Run01_BL.ld	2657070	95de92bcac5db06520a0bb852ff6f045	MoTeC	ld			2026-09-11		Trabalho/Porsche_Cup/2023_MPES/analise/Motec i2Pro/SIM_FR_Monza_Run01_BL.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/Templates_PI/ENG250828_V30_MAM_TEMPLATE PORSCHE CUP BRASIL_STALE-2025-10-28.pwb	2786816	fb7c4e4dfc2831dd644aa60162c15b6f	Cosworth PI	pwb			2026-09-11		Trabalho/Porsche_Cup/Docs/Templates_PI/ENG250828_V30_MAM_TEMPLATE PORSCHE CUP BRASIL_STALE-2025-10-28.pwb
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/Templates_PI/ENG230523_V19_PEA_Template Porsche Cup Brasil_992_991.2_991.1.pwb	4155392	7efb563ccd1bc3f4626e14e6375de7a6	Cosworth PI	pwb		Porsche 992	2026-09-11		Trabalho/Porsche_Cup/Docs/Templates_PI/ENG230523_V19_PEA_Template Porsche Cup Brasil_992_991.2_991.1.pwb
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Kaka Fumaca/20211126_122813_Kaka Fumaca_Practice 1.drk	1113644	814c6c22d31cf6b62f8c193eac74237c	AiM	drk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/20211126_122813_Kaka Fumaca_Practice 1.drk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Fabricio Zamperetti/20211126_122505_Fabricio Zamperetti_Practice 1.rrk	3153472	8fe49443bf9d2bd96454310bcb408f99	AiM	rrk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/Fabricio_113_Goiania_Qualifying testing_a_0031.rrk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Fabricio Zamperetti/20211126_122505_Fabricio Zamperetti_Practice 1.drk	1206120	06bab387b3c71038447e53f85c19c5ea	AiM	drk			20211126	Practice 1	
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pierre Balducci/20211126_073556_Pierre Balducci_Practice 1.drk	1104092	194a4d00f59a994bf71aff341a4646ba	AiM	drk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/20211126_073556_Pierre Balducci_Practice 1.drk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Brayann Santos/20211126_122430_Brayann Santos_Practice 1.drk	1246622	f700e170359c764d699987b930368059	AiM	drk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/20211126_122430_Brayann Santos_Practice 1.drk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Gonzalo Augusto/20211126_122527_Gonzalo Augusto_Practice 1.drk	1012904	b19b8a381d69e8612532f99f912f2bf3	AiM	drk			20211126	Practice 1	
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Gonzalo Augusto/20211126_122527_Gonzalo Augusto_Practice 1.rrk	2642496	7c925aa013a9d1b7c30f3f44b3c9ce1f	AiM	rrk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/Gonzalo Augusto_23 Yamaha R3_Goiania_Qualifying testing_a_0042.rrk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Ronnie Rogerio/20211126_072517_Ronnie Rogerio_Practice 1.drk	1285920	7778d4a8b694505d1e48e27482d52915	AiM	drk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/20211126_072517_Ronnie Rogerio_Practice 1.drk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/EXERCÍCIO ENGENHARIA EFICAZ/RACE.pds	331116605	ef5fd03be23225418e4cc8aa0ead07cb	Cosworth PI	pds			2026-09-11		Trabalho/Porsche_Cup/2026/analise/Data Analysis/EXERCÍCIO ENGENHARIA EFICAZ/RACE.pds
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/EXERCÍCIO ENGENHARIA EFICAZ/FREE PRACTICE.pds	116306570	fcbcb6d7c86c00cedb1c7aeda5039c06	Cosworth PI	pds			2026-09-11	Practice	Trabalho/Porsche_Cup/2026/analise/Data Analysis/EXERCÍCIO ENGENHARIA EFICAZ/FREE PRACTICE.pds
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Porsche MPES 2023/LMP3 Model files/LMP3_SIM02_Setup6.ld	4333030	7704fb2ab82ecd748cb16b4a683930cc	MoTeC	ld		Porsche	2026-09-11		Trabalho/Porsche_Cup/2023_MPES/analise/LMP3 Model files/LMP3_SIM02_Setup6.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Porsche MPES 2023/LMP3 Model files/LMP3_SIM02_Setup5.ld	4333030	c5fd44257d5a0334a83d262bb892b2be	MoTeC	ld		Porsche	2026-09-11		Trabalho/Porsche_Cup/2023_MPES/analise/LMP3 Model files/LMP3_SIM02_Setup5.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Porsche MPES 2023/LMP3 Model files/LMP3_SIM02_Setup4.ld	4333030	77c5ec6236d4470a7333b9209ff90d00	MoTeC	ld		Porsche	2026-09-11		Trabalho/Porsche_Cup/2023_MPES/analise/LMP3 Model files/LMP3_SIM02_Setup4.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Porsche MPES 2023/LMP3 Model files/LMP3_SIM02_Setup3.ld	4333030	294252196e729575aeb261a754d43a62	MoTeC	ld		Porsche	2026-09-11		Trabalho/Porsche_Cup/2023_MPES/analise/LMP3 Model files/LMP3_SIM02_Setup3.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Porsche MPES 2023/LMP3 Model files/LMP3_SIM02_Setup2.ld	4333030	b2af4401f11577d6ece1f03dbfd3caa8	MoTeC	ld		Porsche	2026-09-11		Trabalho/Porsche_Cup/2023_MPES/analise/LMP3 Model files/LMP3_SIM02_Setup2.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Porsche MPES 2023/LMP3 Model files/LMP3_SIM02_Setup1.ld	4333030	4684b7f999e3dd6934a1fdbe20380e20	MoTeC	ld		Porsche	2026-09-11		Trabalho/Porsche_Cup/2023_MPES/analise/LMP3 Model files/LMP3_SIM02_Setup1.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Porsche MPES 2023/LMP3 Model files/LMP3_SIM01_Baseline.ld	4291730	3e02a4f0b33cf84ca7a69df7384f9b1f	MoTeC	ld		Porsche	2026-09-11		Trabalho/Porsche_Cup/2023_MPES/analise/LMP3 Model files/LMP3_SIM01_Baseline.ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/Templates_PI/ENG220813_V18_RIM_Template Porsche Cup Brasil_992_991.2_991.1.pwb	3227648	f69031d3b45adbaca8706a40ff4451e3	Cosworth PI	pwb		Porsche 992	2026-09-11		Trabalho/Porsche_Cup/Docs/Templates_PI/ENG220813_V18_RIM_Template Porsche Cup Brasil_992_991.2_991.1.pwb
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/SuperBike Logs/Interlagos/Charles-Kawsaki Ninja 400-Interlagos-Generic testing (2022_12_18 20_23_00 UTC).xrk	5108089	b632e103703163bed364a38e970482a4	AiM	xrk	Interlagos		2026-09-11		
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/SuperBike Logs/Goiânia/Fabinho da HornetKawasaki Ninja 40019112022_001 (2022_12_18 20_23_00 UTC).gpk	1178304	2fe5229df2fbfc4656bb25a5b361e6dc	AiM	gpk		Kawasaki Ninja 400	19112022		
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/SuperBike Logs/Goiânia/Fabinho da HornetKawasaki Ninja 40019112022_001 (2022_12_18 20_23_00 UTC).drk	1008400	1daf78b66470e7a10e3b6cb8bf5249ff	AiM	drk		Kawasaki Ninja 400	19112022		
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/SuperBike Logs/Goiânia/Mauro Passarino-Yamaha R6-Qualifying 2 (2022_12_18 20_23_00 UTC).xrk	3206404	03b3fdde4cbb5f3b033d32317f0d5e24	AiM	xrk			2026-09-11	Qualifying	
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/SuperBike Logs/Goiânia/Fabio PittaBMW S1000RR19112022 (2022_12_18 20_23_00 UTC).gpk	1078080	8b42e917a33e5d4b42982af224da2c1b	AiM	gpk		BMW S1000RR	19112022		
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/SuperBike Logs/Goiânia/Mauro Passarino-Yamaha R6-Qualifying 1a_0337 (2022_12_18 20_23_00 UTC).xrk	2882655	b8392b1e983d6db2c358da1b74acb5b0	AiM	xrk			2026-09-11	Qualifying	
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/SuperBike Logs/Goiânia/Lincoln Melo-Kawasaki Ninja 400-Goiania-Practice 1a_0110 (2022_12_18 20_23_00 UTC).xrk	2338210	9ab3827fdaa9fcd8ff3fa8afacab3a6c	AiM	xrk	Goiania		2026-09-11	Practice	
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/SuperBike Logs/Interlagos/Pitta_Practice 4_20221117_145458 (2022_12_18 20_23_00 UTC).xrk	1993677	929932501d8282b787ae7ecea32f79f3	AiM	xrk	Interlagos		20221117	Practice 4	
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/giaffone-vbox/5 - 992#3 - F. Giaffone - 22ET08 - R1 (2022_12_18 20_23_00 UTC).vbo	11366583	8f503051b486ebebe2a217d434015c6c	Racelogic VBOX	vbo		992#3	2026-09-11	R1	Trabalho/Porsche_Cup/2022/telemetria_Giaffone_22ET08/5 - 992#3 - F. Giaffone - 22ET08 - R1 (2022_12_18 20_23_00 UTC).vbo
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/giaffone-vbox/4 - 992#3 - F. Giaffone - 22ET08 - Q.2 (2022_12_18 20_23_00 UTC).vbo	4810787	a92856b6fb7608fc168a5c66f78e7ccc	Racelogic VBOX	vbo		992#3	2026-09-11	Q	Trabalho/Porsche_Cup/2022/telemetria_Giaffone_22ET08/4 - 992#3 - F. Giaffone - 22ET08 - Q.2 (2022_12_18 20_23_00 UTC).vbo
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/giaffone-vbox/3 - 992#3 - F. Giaffone - 22ET08 - Q.1 (2022_12_18 20_23_00 UTC).vbo	4775812	b6ec77dd92dc788645d0678d90dc33ad	Racelogic VBOX	vbo		992#3	2026-09-11	Q	Trabalho/Porsche_Cup/2022/telemetria_Giaffone_22ET08/3 - 992#3 - F. Giaffone - 22ET08 - Q.1 (2022_12_18 20_23_00 UTC).vbo
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/SuperBike Logs/Interlagos/Ezequiel_Kawasaki Ninja 400_Interlagos_Qualifying 1_a_0320 (2022_12_18 20_23_00 UTC).xrk	5145573	26ed94fb2ae68b08f88d38de2cd18ead	AiM	xrk	Interlagos	Kawasaki Ninja 400	2026-09-11	Qualifying 1	
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/SuperBike Logs/Motec/20220514-1112402 (2022_12_18 20_23_00 UTC).ld	35581530	c9aa6c9c648041651b6e1b708f5c0755	MoTeC	ld			2026-09-11		_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/motec/20220514-1112402 (2022_12_18 20_23_00 UTC).ld
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/dados_telemetria/telemetria/TrailBrake_Romanowski_LimeRock_July2021/20210712_162500_Matt Romanowski_LimeRockP_a_0235.xrk	36315463	6e99e659af7bbc6ddff0bede5a2df43e	AiM	xrk			20210712	LimeRockP_a_0235	Trabalho/Telemetria/Referencias_outras_plataformas/TrailBrake_Romanowski_LimeRock_July2021/20210712_162500_Matt Romanowski_LimeRockP_a_0235.xrk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Race3/Data For 6-25-20 Webinar/Driver448811052019.gpk	1814496	73b119eb15c95cdfc4d062708822ce78	AiM	gpk			2026-09-11		Trabalho/Telemetria/Referencias_outras_plataformas/Data For 6-25-20 Webinar/Driver448811052019.gpk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Race3/Data For 6-25-20 Webinar/Driver148808092019_001.gpk	2890464	bb58d4c2074020ed7d39006cce1b777e	AiM	gpk			2026-09-11		Trabalho/Telemetria/Referencias_outras_plataformas/Data For 6-25-20 Webinar/Driver148808092019_001.gpk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Race3/Data For 6-25-20 Webinar/Driver448811052019.drk	1971856	b137f7bb2b48cf3ea7afe3cab6c553d5	AiM	drk			2026-09-11		_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/Data For 6-25-20 Webinar/Driver448811052019.drk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Race3/Data For 6-25-20 Webinar/Driver148808092019_001.drk	2749804	8256a37f17168d3bd93a9de9f1094183	AiM	drk			2026-09-11		_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Telemetria/Referencias_outras_plataformas/Data For 6-25-20 Webinar/Driver148808092019_001.drk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Race3/Data For 6-25-20 Webinar/Driver 3 488C Homestead P1 Sep 19.gpk	1190976	b04e43c4d00eb014393ff96e373e483e	AiM	gpk			2026-09-11		Trabalho/Telemetria/Referencias_outras_plataformas/Data For 6-25-20 Webinar/Driver 3 488C Homestead P1 Sep 19.gpk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Race3/AiM_Webinar_Data_June162020_Karting/PKRA L206.gpk	1726944	84fc2b96d27afae3c1d488c5f91f37eb	AiM	gpk		Kart	2026-09-11		Trabalho/Telemetria/Referencias_outras_plataformas/AiM_Webinar_Data_June162020_Karting/PKRA L206.gpk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Outras_Categorias/Estudo_outras_series/Race3/AiM_Webinar_Data_June162020_Karting/Supernationals Shifter.gpk	1702176	dbc1e9d43fbb2362e3f32ffefd5f11cf	AiM	gpk		Kart	2026-09-11		Trabalho/Telemetria/Referencias_outras_plataformas/AiM_Webinar_Data_June162020_Karting/Supernationals Shifter.gpk
_QUARENTENA/dedup-drive-2026-09-11/Trabalho/Porsche_Cup/Docs/Referencias/992.1/REF 992.pds	105802306	db77fe44b0606cea80eb5900cf32eba3	Cosworth PI	pds		Porsche 992	2026-09-11		Trabalho/Porsche_Cup/2026/telemetria/Geral/REF 992.pds
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Joao Fascineli/20211126_132440_Joao Fascineli_Practice 1.drk	688504	c565dfa2c4540ed3767bcd53ee2cd3b2	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Kaka Fumaca/20211126_122813_Kaka Fumaca_Practice 1.rrk	535872	2894d40a2ea3ff21f1e45c7fb49db7e3	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Facundo Mora/20211126_122433_Facundo Mora_Practice 1.xrk	5462080	749c756fb8776fdf8e1e7ae705f39f91	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Kaka Fumaca/20211126_124338_Kaka Fumaca_Practice 1.drk	762794	fd66605c2c4289a31a00b2991884202f	AiM	drk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/20211126_124338_Kaka Fumaca_Practice 1.drk
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Joao Fascineli/20211126_132440_Joao Fascineli_Practice 1.rrk	713728	1f5835fc8dba2db6c35383b86be79c0b	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Joao Fascineli/20211126_134400_Joao Fascineli_Practice 1.xrk	2151551	64afe3492feae97824687913fa3dac66	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Facundo Mora/20211126_122433_Facundo Mora_Practice 1.rrk	923840	fdd20343cfe009a9e51dcd9b7f503864	AiM	rrk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/Facundo Mora_Yamaha R3_Goiania_Qualifying testing_a_0302.rrk
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Facundo Mora/20211126_124930_Facundo Mora_Practice 1.xrk	1731109	2a892e3b4ed9c18cbf67f2bcf6e9ea8c	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Joao Fascineli/20211126_134400_Joao Fascineli_Practice 1.drk	357456	981710979ac9a2fb460df04ee36b9c01	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Kaka Fumaca/20211126_122813_Kaka Fumaca_Practice 1.xrk	3172080	dec1cd8cd0c5027a5af56a8ec4b75cc5	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Joao Fascineli/20211126_134400_Joao Fascineli_Practice 1.rrk	363072	008357c877e6c9104e0aaf99be8e57e9	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Kaka Fumaca/20211126_124338_Kaka Fumaca_Practice 1.xrk	2139222	57eb0cbed144d6fa605dc2ad74629381	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Facundo Mora/20211126_122433_Facundo Mora_Practice 1.drk	886824	1171ebcb108267e81f4e6b90dab4ea9a	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Kaka Fumaca/20211126_124338_Kaka Fumaca_Practice 1.rrk	361344	ac4c451bbd2e8a2b4ee119b8d157f52c	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Kaka Fumaca/20211126_122813_Kaka Fumaca_Practice 1.gpk	2411232	e9272dd4f00efd47b8bd9bfe0f1f611a	AiM	gpk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Joao Fascineli/20211126_132440_Joao Fascineli_Practice 1.xrk	4220857	323107b090bd90166be18323e4300420	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Fabricio Zamperetti/20211126_122505_Fabricio Zamperetti_Practice 1.xrk	9704585	9ce85f36f681069f369d6f252e5fb140	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_113914_78 Luiz Henrique_Practice 1.xrk	2158365	c7efdaffa32f36ea1eb3bd6660504a95	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_133156_78 Luiz Henrique_Practice 1.xrk	2126530	d85b0a073f9c8d7f65e1a881f7d504db	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/16 Alex Kaua/20211126_123421_16 Alex Kaua_Practice 1.drk	880490	ce17ca9b5c50bc3760fc6ae3ab09a70f	AiM	drk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/20211126_123421_16 Alex Kaua_Practice 1.drk
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pierre Balducci/20211126_073556_Pierre Balducci_Practice 1.xrk	5075714	9b5552740a1bb980f62f3bf28bbb8825	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pedro Buffoni/20211126_124849_Pedro Buffoni_Practice 1.rrk	314688	daff76f4283b535105bacc24786094c4	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pierre Balducci/20211126_072711_Pierre Balducci_Practice 1.xrk	1806317	a5ac5ea9704fdae99fbc0a5a070da08d	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/88 Manso/20211126_133814_88 Manso_Practice 1.xrk	1647712	37bafed1a64aeeb45a4406a17a0f83f6	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/88 Manso/20211126_133814_88 Manso_Practice 1.rrk	297728	8a3bfb55452da8ec6e117202868b6433	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pierre Balducci/20211126_072711_Pierre Balducci_Practice 1.drk	408860	1b68be207b1881b155a885c45aece621	AiM	drk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/20211126_072711_Pierre Balducci_Practice 1.drk
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pedro Buffoni/20211126_124849_Pedro Buffoni_Practice 1.xrk	1861881	2486e6a13bb2c119f5eb3a4f07dbf72d	AiM	xrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/16 Alex Kaua/20211126_122555_16 Alex Kaua_Practice 1.drk	226560	3da3d2b95db6947fe72edb13f94bf7fe	AiM	drk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/20211126_122555_16 Alex Kaua_Practice 1.drk
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_133156_78 Luiz Henrique_Practice 1.drk	383054	d6ab3a8fb8ba42f82eb01ded54a3fbc5	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_115024_78 Luiz Henrique_Practice 1.drk	271396	7d5e189763e8b81942ecb6562818a884	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/16 Alex Kaua/20211126_122555_16 Alex Kaua_Practice 1.rrk	224640	88b42dd23fe8c6e96a7a0631a9181351	AiM	rrk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/20211126_122555_16 Alex Kaua_Practice 1.rrk
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/16 Alex Kaua/20211126_123421_16 Alex Kaua_Practice 1.rrk	916544	f98a0dc9729afdaadc748243c732d53c	AiM	rrk			20211126	Practice 1	Trabalho/Telemetria/Motos_2021-2024/20211126_123421_16 Alex Kaua_Practice 1.rrk
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/88 Manso/20211126_132635_88 Manso_Practice 1.drk	409228	b0d0d4ca359243c7df28580cf416b417	AiM	drk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/Pierre Balducci/20211126_072711_Pierre Balducci_Practice 1.gpk	1373568	a60ac95602dadc2d1624ae5ab033809d	AiM	gpk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/78 Luiz Henrique/20211126_133156_78 Luiz Henrique_Practice 1.rrk	390464	712d4a1ae593d777404db3e52fc1f0cd	AiM	rrk			20211126	Practice 1	
Trabalho/Telemetria/Motos_2021-2024/2021-11-26/88 Manso/20211126_132635_88 Manso_Practice 1.rrk	416896	55358f390b5d0e71d7605bbf006d67de	AiM	rrk			20211126	Practice 1	
